"";"BirdId";"MS";"TA";"BH";"LogitH";"H";"LogitB";"B";"HT";"WL";"YP";"SY";"CL";"LogitSurvWS";"U";"TH";"SurvWS";"HS";"LS";"CS";"Cort";"Cho";"DS";"AgeN";"SexN";"Sex";"Age";"MonthNum";"Density";"Latitude";"Longitude";"ObsCatchNr";"Area";"Catching_loc";"CapDate";"SampleYear"
"1887";"10693";549;100;4,199999809;-0,20572914450668;0,4487483531;-5,09986642792481;0,00606060606;0,140972222;263;2;"2017_2018";"Ameland";2,0742708150569;1,953;115,5;0,888377172;67,9;71,8;83;20,80535758;6,3;108;3;2;"M";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1888";"10694";533;92;4,199999809;0,0327898227770772;0,5081967213;-5,25305846001676;0,0052042675;0,132638889;258;2;"2017_2018";"Ameland";2,0742708150569;NA;111,5999985;0,888377172;62,6;68,7;84,5;13,19613295;NA;108;3;2;"M";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1889";"10695";582;94;3,200000048;-0,0732526863241741;0,481695013;-5,20169053136859;0,00547708273;0,145138889;267;2;"2017_2018";"Ameland";2,0742708150569;1,302;122,6999969;0,888377172;65,8;70,5;83,5;6,891231042;7,3;108;3;1;"F";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1890";"10696";539;94;2,700000048;-0,15261534418751;0,4619200467;-5,36217205938892;0,00466880654;0,159722222;265;2;"2017_2018";"Ameland";2,0742708150569;1,895;128,8999939;0,888377172;64,7;69,9;83,8;8,732245706;6,9;108;3;1;"F";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1891";"10697";508;93;4,300000191;-0,231054415932203;0,4424920128;-5,33593422977771;0,00479233227;0,161111111;262;2;"2017_2018";"Ameland";2,0742708150569;0,989;106,6999969;0,888377172;65;70,1;83,7;9,139658334;7,8;108;3;2;"M";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1892";"10698";548;95;3,200000048;-0,212977105181768;0,446956075;-5,17022569801108;0,00565116876;0,176388889;264;2;"2017_2018";"Ameland";2,0742708150569;1,549;113,3000031;0,888377172;64,3;69,7;83,9;11,23530537;6,7;108;3;2;"M";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1893";"10699";499;98;3,299999952;NA;NA;NA;NA;0,163888889;260;2;"2017_2018";"Ameland";2,0742708150569;0,984;114,8000031;0,888377172;59,3;66,7;85,8;10,68426691;6,9;108;3;2;"M";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1894";"10700";470;96;3,400000095;NA;NA;NA;NA;0,165277778;259;2;"2017_2018";"Ameland";2,0742708150569;NA;123,9000015;0,888377172;69,4;72,7;82,8;9,135730802;3,8;108;3;2;"M";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1895";"10701";599;99;3;NA;NA;NA;NA;0,167361111;272;2;"2017_2018";"Ameland";2,0742708150569;1,281;125,0999985;0,888377172;66,5;71;83,3;18,77965807;5,4;108;3;1;"F";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1896";"10702";598;94;2,799999952;0,0110266277227482;0,502756629;-5,24412513828241;0,00525072197;0,16875;264;2;"2017_2018";"Ameland";2,0742708150569;1,961;126,1999969;0,888377172;59,3;66,7;85,8;11,64636852;7,2;108;3;1;"F";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1897";"10703";550;97;3,799999952;NA;NA;NA;NA;0,170833333;262;2;"2017_2018";"Ameland";2,0742708150569;0,61;112,5999985;0,888377172;56,5;64,9;87,3;9,767000101;7,5;108;3;2;"M";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1898";"10704";508;95;4,199999809;NA;NA;NA;NA;0,172222222;260;2;"2017_2018";"Ameland";1,42864570365016;0,892;112,5999985;0,806690213;60,7;47,2;64,5;7,172173558;9,5;108;2;2;"M";"Sub-Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1899";"10705";522;92;4,900000095;-0,234351228403488;0,4416788677;-5,13432676701468;0,00585651537;0,175;260;2;"2017_2018";"Ameland";2,0742708150569;NA;117,8000031;0,888377172;67,2;71,4;83,2;7,416972522;NA;108;3;2;"M";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1900";"10706";608;96;4,699999809;NA;NA;NA;NA;0,136805556;260;2;"2017_2018";"Ameland";2,0742708150569;NA;113,5;0,888377172;59,9;67,1;85,5;12,07865641;NA;108;3;2;"M";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1901";"10707";558;96;3,200000048;NA;NA;NA;NA;0,104166667;259;2;"2017_2018";"Ameland";2,0742708150569;0,658;118,4000015;0,888377172;70,9;73,6;82,6;10,84214988;9,6;108;3;1;"F";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1902";"10709";620;101;2,799999952;-0,0812176973591818;0,4797067295;-5,10620894447342;0,00602251898;0,117361111;272;2;"2017_2018";"Ameland";2,0742708150569;1,387;124,6999969;0,888377172;64,3;69,7;83,9;7,072139552;7,1;108;3;1;"F";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1903";"10710";583;96;2,700000048;NA;NA;NA;NA;0,115277778;256;2;"2017_2018";"Ameland";2,0742708150569;1,977;129,5;0,888377172;66,5;71;83,3;21,23687577;8,4;108;3;1;"F";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1904";"10711";587;100;3,299999952;-0,168799866017016;0,4578999505;-5,46607256354401;0,00421000495;0,094444444;262;2;"2017_2018";"Ameland";2,0742708150569;1,324;114,8000031;0,888377172;60,6;67,4;85,2;24,38168768;7,3;108;3;2;"M";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1905";"10712";576;97;5,900000095;-0,156779430405308;0,460885229;-4,92569968295592;0,00720535255;0,095833333;270;2;"2017_2018";"Ameland";2,0742708150569;1,157;117;0,888377172;66,8;71,2;83,3;17,40351454;6,7;108;3;2;"M";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1906";"10713";535;95;3,799999952;-0,251872619603237;0,4373626374;-4,859812404664;0,00769230769;0,097222222;268;2;"2017_2018";"Ameland";2,0742708150569;1,064;113,5;0,888377172;66,1;70,7;83,4;8,888392981;6,8;108;3;2;"M";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1907";"10714";614;93;3,599999905;-0,284600405828105;0,429326288;-5,40108629258842;0,00449141347;0,098611111;264;2;"2017_2018";"Ameland";2,0742708150569;1,764;118,5999985;0,888377172;66,8;71,2;83,3;6,919256145;5,8;108;3;2;"M";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1908";"10715";576;96;2,799999952;-0,173769274844295;0,4566666667;-5,35074237372156;0,00472222222;0,1;265;2;"2017_2018";"Ameland";2,0742708150569;1,331;125,5999985;0,888377172;61,9;68,2;84,7;10,6131413;6,2;108;3;1;"F";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1909";"10716";620;98;4,199999809;NA;NA;NA;NA;0,101388889;272;2;"2017_2018";"Ameland";2,0742708150569;NA;114,3000031;0,888377172;59,6;66,9;85,7;12,56354468;NA;108;3;2;"M";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1910";"10717";631;100;3,400000095;-0,163837887400661;0,4591319053;-4,98929815602014;0,0067643743;0,102777778;272;2;"2017_2018";"Ameland";2,0742708150569;1,043;132,3000031;0,888377172;69;72,5;82,9;10,63075579;6,9;108;3;1;"F";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1911";"10718";629;97;3;-0,301871803292577;0,4250999692;-4,98888531735099;0,00676714857;0,105555556;267;2;"2017_2018";"Ameland";2,0742708150569;1,376;132,3000031;0,888377172;73,5;75,2;82,5;11,66111371;6,6;108;3;1;"F";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1912";"10719";676;104;2,799999952;-0,408885585590657;0,3991793669;-4,94994122475596;0,00703399766;0,108333333;274;2;"2017_2018";"Ameland";2,0742708150569;1,153;128,6000061;0,888377172;69;72,5;82,9;11,81238301;5,7;108;3;2;"M";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1913";"10720";549;97;3,400000095;NA;NA;NA;NA;0,106944444;266;2;"2017_2018";"Ameland";2,0742708150569;1,675;117,9000015;0,888377172;62,6;68,7;84,5;9,582574828;6,2;108;3;2;"M";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1914";"10721";615;97;4,099999905;-0,435128299980076;0,3929024081;-5,23034438227244;0,00532319392;0,111805556;266;2;"2017_2018";"Ameland";2,0742708150569;0,795;122,0999985;0,888377172;61,6;68;84,8;14,86490568;5,2;108;3;1;"F";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1915";"10722";659;99;3,700000048;NA;NA;NA;NA;0,135416667;272;2;"2017_2018";"Ameland";2,0742708150569;0,726;123,6999969;0,888377172;NA;NA;NA;10,97132416;8,7;108;3;1;"F";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1916";"10723";596;98;4,199999809;NA;NA;NA;NA;0,11875;270;2;"2017_2018";"Ameland";2,0742708150569;0,64;123,4000015;0,888377172;59,9;67,1;85,5;12,81250496;6,3;108;3;1;"F";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1917";"10724";565;93;4,699999809;-0,0397403285117114;0,4900662252;-5,01063529353252;0,00662251656;0,120138889;264;2;"2017_2018";"Ameland";2,0742708150569;1,891;115;0,888377172;NA;NA;NA;13,54944935;6,9;108;3;2;"M";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1918";"10725";509;95;3,900000095;NA;NA;NA;NA;0,121527778;258;2;"2017_2018";"Ameland";2,0742708150569;0,999;108,9000015;0,888377172;65,8;70,5;83,5;10,03871372;6,7;108;3;2;"M";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1919";"10726";546;96;4,300000191;NA;NA;NA;NA;0,122916667;261;2;"2017_2018";"Ameland";1,42864570365016;NA;118,1999969;0,806690213;57,7;61,3;81,9;10,27907388;8,6;108;2;2;"M";"Sub-Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1920";"10727";551;97;5;-0,145391964875507;0,4637159032;-5,03980567122936;0,00643335049;0,124305556;262;2;"2017_2018";"Ameland";2,0742708150569;0,981;115;0,888377172;55,6;63,9;87,3;8,251414454;7,4;108;3;2;"M";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1921";"10728";652;105;3,799999952;-0,160952629549996;0,4598484848;-5,38907172881194;0,00454545455;0,126388889;272;2;"2017_2018";"Ameland";2,0742708150569;1,216;127,4000015;0,888377172;NA;NA;NA;14,09911969;7;108;3;1;"F";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1922";"10729";618;102;3,099999905;NA;NA;NA;NA;0,127777778;266;2;"2017_2018";"Ameland";1,42864570365016;1,094;121,0999985;0,806690213;63,9;61,5;76,2;11,45537575;9,3;108;2;1;"F";"Sub-Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1923";"10730";650;98;3,5;-0,226117089071489;0,4437103594;-5,28906416087712;0,00502114165;0,129166667;267;2;"2017_2018";"Ameland";2,0742708150569;1,208;117;0,888377172;64,3;69,7;83,9;10,68986794;6,4;108;3;2;"M";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1924";"10731";589;101;3,700000048;0,114208868143654;0,528521222;-4,91265488614907;0,00729927007;0,130555556;257;2;"2017_2018";"Ameland";1,42864570365016;NA;121,3000031;0,806690213;62,5;51,5;67,5;10,14383057;NA;108;2;2;"M";"Sub-Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1925";"10732";519;93;3,200000048;-0,118884964234022;0,4703137153;-5,30826769829561;0,00492610837;0,131944444;248;2;"2017_2018";"Ameland";1,42864570365016;1,16;118,0999985;0,806690213;72,4;51,6;61,7;7,535779543;7,8;108;2;1;"F";"Sub-Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1926";"10733";584;98;3,599999905;NA;NA;NA;NA;0,134027778;272;2;"2017_2018";"Ameland";2,0742708150569;1,382;125,5;0,888377172;65,7;69,7;82,8;6,227700462;5,7;108;3;1;"F";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1927";"10734";639;100;4,699999809;-0,149052692068412;0,4628056628;-4,92544044764271;0,00720720721;0,110416667;276;2;"2017_2018";"Ameland";2,0742708150569;1,052;122,4000015;0,888377172;68,7;72,3;82,9;8,041181041;7,7;108;3;1;"F";"Adult";4;37,2371296913034;53,37784958;5,324195862;"66902251";"Sehael, Terschelling";"Ameland";"17-2-2018";"2017_2018"
"1928";"10735";602;102;5;-0,315687810282674;0,4217270195;-5,29050918341903;0,00501392758;0,2;273;2;"2017_2018";"Oosterschelde";2,43187440190775;0,241;116,6999969;0,919225816;59,9;67,1;85,5;7,949819192;7;90;3;2;"M";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1929";"10736";497;100;5,199999809;NA;NA;NA;NA;0,177083333;260;2;"2017_2018";"Oosterschelde";2,43187440190775;0,451;116,8000031;0,919225816;NA;NA;NA;4,276168126;6,5;90;3;2;"M";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1930";"10737";518;100;2,400000095;NA;NA;NA;NA;0,177777778;256;2;"2017_2018";"Oosterschelde";2,43187440190775;0,456;126,6999969;0,919225816;58,4;66,1;86,3;8,211592821;5,8;90;3;1;"F";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1931";"10738";506;100;4,599999905;-0,266999863919259;0,4336437718;-4,99985273371817;0,00669383003;0,179166667;255;2;"2017_2018";"Oosterschelde";2,43187440190775;0,666;121,1999969;0,919225816;59,6;66,9;85,7;4,526130622;7,6;90;3;2;"M";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1932";"10740";520;97;3,099999905;-0,201887758760919;0,4496987952;-4,80371741643178;0,00813253012;0,183333333;262;2;"2017_2018";"Oosterschelde";2,43187440190775;0,548;121,8000031;0,919225816;60,3;67,2;85,4;7,840218029;5,3;90;3;1;"F";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1933";"10741";488;97;3,200000048;NA;NA;NA;NA;0,184027778;268;2;"2017_2018";"Oosterschelde";2,43187440190775;0,495;126,3000031;0,919225816;65,4;70,3;83,6;6,609853018;10,4;90;3;1;"F";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1934";"10742";534;102;4,900000095;-0,270356075938604;0,432819681;-5,64734778033363;0,00351446337;0,197222222;273;2;"2017_2018";"Oosterschelde";2,43187440190775;0,301;121,5999985;0,919225816;60,3;67,2;85,4;10,5435612;8,3;90;3;2;"M";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1935";"10743";508;97;3,599999905;-0,489961704667922;0,3799025891;-5,31966678535533;0,00487054601;0,186111111;270;2;"2017_2018";"Oosterschelde";2,43187440190775;0,463;127,5999985;0,919225816;63,6;69,3;84,1;5,055507004;4,4;90;3;1;"F";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1936";"10744";532;95;5,300000191;-0,210745922244715;0,447507658;-5,88081227586823;0,00278473963;0,190277778;266;2;"2017_2018";"Oosterschelde";2,43187440190775;0,773;112,6999969;0,919225816;66,8;71,2;83,3;5,210712746;5,8;90;3;2;"M";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1937";"10745";512;98;4;NA;NA;NA;NA;0,146527778;267;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;122;0,919225816;72,4;74,5;82,5;13,36584626;NA;90;3;1;"F";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1938";"10746";530;97;3,099999905;NA;NA;NA;NA;0,172222222;254;2;"2017_2018";"Oosterschelde";3,0029657542241;NA;112,8000031;0,95270793;65,1;57,1;71;9,454490384;NA;90;2;2;"M";"Sub-Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1939";"10748";529;104;3,799999952;-0,113080781990639;0,4717598909;-5,4296197134371;0,00436562074;0,175694444;266;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;124;0,919225816;NA;NA;NA;7,418545339;NA;90;3;1;"F";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1940";"10749";540;102;5,400000095;-0,156153379879804;0,4610407876;-5,28066243115856;0,00506329114;0,185416667;257;2;"2017_2018";"Oosterschelde";2,43187440190775;1,201;118,0999985;0,919225816;59,9;67,1;85,5;6,43725521;7,1;90;3;2;"M";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1941";"10750";530;103;3,299999952;NA;NA;NA;NA;0,170138889;266;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;122,5;0,919225816;61,3;67,8;85;10,7777572;NA;90;3;1;"F";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1942";"10751";520;93;2,400000095;-0,247100938913652;0,438537185;-5,4442712791209;0,00430239705;0,189583333;262;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;118,4000015;0,919225816;63,3;69,1;84,2;6,311915024;NA;90;3;1;"F";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1943";"10752";566;101;2,299999952;-0,237055984961851;0,441011984;-5,18071288559291;0,00559254328;0,16875;261;2;"2017_2018";"Oosterschelde";2,43187440190775;0,409;125,6999969;0,919225816;NA;NA;NA;7,183617197;5,9;90;3;1;"F";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1944";"10753";526;98;4,199999809;-0,202770433827086;0,4494803695;-5,5070721801118;0,00404157044;0,190972222;264;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;120,1999969;0,919225816;NA;NA;NA;4,633041553;NA;90;3;2;"M";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1945";"10754";439;98;4,699999809;NA;NA;NA;NA;0,192361111;260;2;"2017_2018";"Oosterschelde";2,43187440190775;0,534;117,8000031;0,919225816;58,7;66,3;86,1;6,170768121;6;90;3;2;"M";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1946";"10755";509;92;4,599999905;-0,330835772668956;0,4180372807;-5,48976382996224;0,00411184211;0,19375;256;2;"2017_2018";"Oosterschelde";2,43187440190775;0,791;113,6999969;0,919225816;69,8;72,9;82,8;7,248749051;6,2;90;3;2;"M";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1947";"10756";466;96;3,900000095;-0,059079135080735;0,4852345107;-5,94745460618729;0,00260567458;0,196527778;262;2;"2017_2018";"Oosterschelde";2,43187440190775;0,309;113,8000031;0,919225816;57,4;65,5;86,8;5,827182386;7,1;90;3;2;"M";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1948";"10757";499;100;2,799999952;NA;NA;NA;NA;0,197916667;263;2;"2017_2018";"Oosterschelde";3,0029657542241;NA;121,9000015;0,95270793;67,7;60,3;72,3;10,46605508;NA;90;2;1;"F";"Sub-Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1949";"10758";508;101;3,400000095;-0,194466471876442;0,4515360169;-5,9311836180198;0,00264830508;0,200694444;267;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;127,5999985;0,919225816;60,3;67,2;85,4;12,72013474;NA;90;3;1;"F";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1950";"10759";511;97;4,400000095;-0,279210708907829;0,4306472919;-5,18871506382462;0,00554821664;0,1875;262;2;"2017_2018";"Oosterschelde";2,43187440190775;0,705;112,4000015;0,919225816;67,2;71,4;83,2;7,610847944;6,6;90;3;2;"M";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1951";"10760";544;99;2,900000095;-0,125409826055316;0,4686885706;-5,0805570264072;0,00617803988;0,159027778;272;2;"2017_2018";"Oosterschelde";2,43187440190775;0,362;124,5;0,919225816;63,3;69,1;84,2;8,307110278;4,8;90;3;1;"F";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1952";"10761";510;97;3,700000048;-0,26938786521217;0,4330573794;-4,9764463447612;0,00685127034;0,148611111;263;2;"2017_2018";"Oosterschelde";2,43187440190775;0,862;124,5999985;0,919225816;67,6;71,6;83,1;13,34180194;5,9;90;3;1;"F";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1953";"10762";457;99;3;-0,0962942703484298;0,4759450172;-5,5895508176657;0,00372279496;0,15;257;2;"2017_2018";"Oosterschelde";2,43187440190775;0,461;117,9000015;0,919225816;61,3;67,8;85;9,808028904;5,9;90;3;2;"M";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1954";"10763";500;96;5,099999905;-0,00300752106696285;0,4992481203;-5,27088571304817;0,00511278195;0,151388889;264;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;110,9000015;0,919225816;64,3;69,7;83,9;10,56839418;NA;90;3;2;"M";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1955";"10764";493;94;4,800000191;-0,305708906844403;0,4241624901;-5,52837032528304;0,00395673965;0,152083333;257;2;"2017_2018";"Oosterschelde";2,43187440190775;0,572;117,5999985;0,919225816;72,4;74,5;82,5;11,85707633;5,5;90;3;2;"M";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1956";"10765";517;95;4,5;-0,187798713905856;0,4531878231;-5,25980751157954;0,00516944285;0,154166667;250;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;112,4000015;0,919225816;61,3;67,8;85;4,763193285;8;90;3;2;"M";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1957";"10766";510;95;2,5;-0,10585544279064;0,4735608231;-5,06864211306998;0,00625162803;0,155555556;262;2;"2017_2018";"Oosterschelde";2,43187440190775;0,199;119,0999985;0,919225816;62,6;68,7;84,5;7,65104037;7,5;90;3;1;"F";"Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
"1958";"10767";524;98;3,599999905;-0,313610015483269;0,4222338205;-4,98623751054094;0,00678496868;0,170833333;263;2;"2017_2018";"Oosterschelde";3,0029657542241;0,342;124,3000031;0,95270793;63,6;56,1;71,1;11,51794;5,6;90;2;1;"F";"Sub-Adult";3;123,628156733349;51,54185104;3,900662899;"66902257";"Schor Wilhelminapolder, Zeeland";"Oosterschelde";"30-1-2018";"2017_2018"
